0;0;0
0;-1,01794175233826E-5;1
0;-2,0333391804295E-5;2
0;-3,04365431951224E-5;3
0;-4,04636190790072E-5;4
0;-5,03895569882399E-5;5
0;-6,01895472473761E-5;6
0;-6,9839094984504E-5;7
0;-7,93140813556683E-5;8
0;-8,85908238294184E-5;9
0;-9,76461353808042E-5;10
0;-0,000106457382446862;11
0;-0,000115002541498736;12
0;-0,000123260254089029;13
0;-0,000131209880236799;14
0;-0,000138831550016761;15
0;-0,000146106213223755;16
0;-0,000153015686988335;17
0;-0,000159542701224473;18
0;-0,000165670941795782;19
10;0;0
10;0,0239523563702865;1
10;0,0478448443237933;2
10;0,0716177450836039;3
10;0,0952116387785061;4
10;0,118567552961725;5
10;0,141627110011327;6
10;0,164332673043875;7
10;0,186627489976614;8
10;0,208455835378129;9
10;0,2297631497529;10
10;0,250496175911624;11
10;0,270603092086455;12
10;0,290033641458436;13
10;0,308739257773372;14
10;0,326673186732171;15
10;0,343790602852247;16
10;0,360048721507877;17
10;0,375406905869486;18
10;0,38982676847456;19
20;0;0
20;0,0420505199510178;1
20;0,0839959355016454;2
20;0,125731404957757;3
20;0,167152611381123;4
20;0,208156023327434;5
20;0,248639153620988;6
20;0,288500815519257;7
20;0,327641375627049;8
20;0,365963002928103;9
20;0,403369913311684;10
20;0,439768608982975;11
20;0,475068112158874;12
20;0,509180192465065;13
20;0,542019587466012;14
20;0,573504215776638;15
20;0,603555382223044;16
20;0,63209797453946;17
20;0,659060651109788;18
20;0,684376019284494;19
30;0;0
30;0,0498532496845863;1
30;0,0995818922080317;2
30;0,149061631862204;3
30;0,198168795066518;4
30;0,246780639487479;5
30;0,294775660830594;6
30;0,342033896537829;7
30;0,388437225631529;8
30;0,433869663955347;9
30;0,47821765407423;10
30;0,521370349108866;11
30;0,56321988979516;12
30;0,603661674076214;13
30;0,642594618553;14
30;0,679921411140211;15
30;0,715548754295798;16
30;0,749387598216233;17
30;0,781353363414644;18
30;0,811366152125483;19
40;0;0
40;0,0454501652025016;1
40;0,0907867286619854;2
40;0,135896372580629;3
40;0,180666346341283;4
40;0,224984748325298;5
40;0,268740805608292;6
40;0,311825150834772;7
40;0,354130095579563;8
40;0,395549899512795;9
40;0,435981034695649;10
40;0,475322444346299;11
40;0,513475795429226;12
40;0,550345724436605;13
40;0,585840075747405;14
40;0,61987013196845;15
40;0,652350835681698;16
40;0,68320100204349;17
40;0,712343521704377;18
40;0,739705553542337;19
50;0;0
50;0,0299192951489177;1
50;0,0597638076416309;2
50;0,0894589417396293;3
50;0,118930475072595;4
50;0,148104744155673;5
50;0,176908828509822;6
50;0,205270732925033;7
50;0,233119567410862;8
50;0,260385724384488;9
50;0,287001052653417;10
50;0,312899027757971;11
50;0,338014918247794;12
50;0,362285947476764;13
50;0,385651450511915;14
50;0,40805302576418;15
50;0,429434680961943;16
50;0,449742973102559;17
50;0,468927142032031;18
50;0,486939237318957;19
60;0;0
60;0,00706313817098124;1
60;0,0141086221749463;2
60;0,0211188419711023;3
60;0,0280762756608109;4
60;0,0349635332832092;5
60;0,0417634002810556;6
60;0,0484588805281578;7
60;0,0550332388108366;8
60;0,0614700426572452;9
60;0,0677532034099899;10
60;0,073867016439396;11
60;0,079796200396902;12
60;0,0855259354104736;13
60;0,0910419001265652;14
60;0,0963303075060453;15
60;0,101377939284615;16
60;0,106172179011583;17
60;0,110701043584424;18
60;0,114953213200293;19
70;0;0
70;-0,0175223213667669;1
70;-0,0350008460555655;2
70;-0,0523918868573134;3
70;-0,0696519752270853;4
70;-0,0867379699328369;5
70;-0,103607164886018;6
70;-0,120217395884552;7
70;-0,136527146001385;8
70;-0,152495649355177;9
70;-0,16808299300378;10
70;-0,183250216705805;11
70;-0,197959410300932;12
70;-0,212173808465576;13
70;-0,225857882607038;14
70;-0,238977429666495;15
70;-0,251499657608825;16
70;-0,263393267385623;17
70;-0,274628531166518;18
70;-0,285177366643271;19
80;0;0
80;-0,0378177055216087;1
80;-0,0755408864744938;2
80;-0,113075254552126;3
80;-0,150326993381832;4
80;-0,187202993016868;5
80;-0,223611082662795;6
80;-0,259460261056467;7
80;-0,294660923921789;8
80;-0,32912508793375;9
80;-0,362766610630908;10
80;-0,395501405726688;11
80;-0,427247653281301;12
80;-0,457926004208988;13
80;-0,487459778609405;14
80;-0,515775157427444;15
80;-0,542801366962423;16
80;-0,568470855765484;17
80;-0,59271946348303;18
80;-0,615486581224197;19
90;0;0
90;-0,0488539964261712;1
90;-0,0975858833039465;2
90;-0,146073856295208;3
90;-0,194196720719524;4
90;-0,241834194477739;5
